Station id	Station name	Sample date	Alk_4.5	ANC	Ca	Cl	DOC	Farge	K	Konduktivitet	Mg	Na	NH4-N	Nitrogen part	NO3+NO2-N	NO3-N	pH	PO4-P	POC	Si	SiO2	SO4	STS	Temperatur	TOC	TOTN	TOTP	TOTP_P	TSM	Turbiditet	Ag	As	Cd	Cd-filt	Cr	Cu	Hg	Hg-filt	Ni	Ni-filt	Pb	Pb-filt	Zn
62167	Alna	06.03.2023 11:45	1.59	1405	38.3	140	2.9	15	2.83	65.3	6.65	78.2	370	88.4		950	7.95	53	666	3.23	8.1	24.5	3.4	1.5	2.9	1500	78	34	5.01	3.9													
62167	Alna	11.04.2023 11:25	1.24	1135	27.3	111	4	24	2.38	54.5	4.69	65.9	220	130		890	7.72	93	1350	4.35	11.7	16.6	53.3	4.3	4.1	1600	155	84	117	21													
62167	Alna	02.05.2023 12:20	1.34	1275	28.7	74.1	4.1	24	2.27	43.1	4.77	44.7	< 2	158		640	7.79	41	1140	2.68	6.89	20	10.2	6.3	4.3	1200	48	30	8.47	5.3	0.004	0.28	0.037		0.46	2.82	1.96		0.94		0.506		10.2
62167	Alna	05.06.2023 11:35	2.08	2030	44.5	81.2	3.4	12	3.46	52.6	6.99	46	< 2	110		1230	7.97	53	868	2.69	5.51	22.9	5.4	12	3.5	2000	90	45	5.64	3.1													
62167	Alna	03.07.2023 11:30	1.78	1698	35.9	83.3	4.4	20	3.51	50.3	6.17	51.2	< 2	113		1130	7.96	96	951	3.24	7.1	23.4	7.8	14	4.4	2100	124	55	8.03	8.6													
62167	Alna	09.08.2023 11:15	1.13	1090	21.4	32.1	6.5	37	2.12	26.3	3.32	23.2	< 2	131		450	7.83	38	1230	3.37	6.35	18.1	30.3	14.6	7	1300	75	48	33.9	12	0.002	0.58	0.08		1.27	5.89	5.23		2.03		1.93		21.6
62167	Alna	04.09.2023 11:45	1.63		36.3	50.5	5.6	28	3.24	40.6	5.73	32.8	< 2	108	1300		8.04	66	889	3.12	7.9	27.1	6.6	13.3	5.5	1900	93	40	6.95	4.5													
62167	Alna	02.10.2023 11:10	1.55		33.9	44.7	4.8	24	2.8	36.9	5.3	29	75	68.3	1060		8.04	44	527	3.26	7.23	22.4	5.3	11.9	5.1	1500	57	30	5.39	3.9	< 0.002	0.38	0.033		0.37	3.23	1.95		0.95		0.43		8.4
62167	Alna	06.11.2023 11:50	1.16		26.2	50.5	5.9	33	2.2	34.1	4	32.1	74	67.7	830		7.76	35	636	3.44	7.21	19	12.6	6.4	6.1	1300	49	24	13.2	7.2													
62167	Alna	04.12.2023 11:00	1.68		39.5	68.2	4.1	16	3.02	44.8	6.2	39.5	2	77.4	1080		7.8	67	550	3.49	8.1	23	3.7	0.1	4.2	2200	87	32	3.28	3.7													
69594	M†lselva v/gml E6-brua	02.01.2023 10:00	0.61	554	10.2	2.13	1	3	0.92	8.13	1.81	1.7	96	107		82	7.45	1	775	1.36	2.87	6.49	2.3	0	1.5	360	4.3	3.9	1.68	0.68													
69594	M†lselva v/gml E6-brua	06.02.2023 09:00	0.499	467	8.15	2.89	1.3	4	1.2	6.9	1.56	2.11	64	119		59	7.38	6	743	1.31	2.66	5.02	2	0	1.3	1000	12	9.6	2.82	0.92	< 0.002	0.051	0.019		0.48	2.13	0.538		0.67		0.317		16.5
69594	M†lselva v/gml E6-brua	06.03.2023 11:45	0.357	339	5.9	12.7	2	4	1.18	9.62	1.85	7.33	67	83.8		56	7.22	8	617	0.733	1.9	4.52	6.2	0	2.7	750	14	10	3.22	1.4													
69594	M†lselva v/gml E6-brua	11.04.2023 11:30	0.234	146	3.09	11.5	0.95	2	0.76	6.96	1.19	6.22	150	149		96	6.99	2	846	0.384	0.93	3.1	1.8	0	1.6	790	7.9	8.9	1.75	1.2													
69594	M†lselva v/gml E6-brua	02.05.2023 09:30	0.626	571	10.1	3.4	2	9	0.93	8.25	1.79	2	< 2	41.2		18	7.59	4	209	1.23	2.89	4.49	3.7	1	2	140	5.8	5.9	3.15	1.6	< 0.002	0.055	< 0.003		0.2	0.56	0.643		0.48		0.056		0.66
69594	M†lselva v/gml E6-brua	05.06.2023 09:15	0.62	557	10	2.5	1.5	7	0.77	8.45	1.54	1.57	< 2	13.9		4	7.72	3	236	1.05	2.45	4.12	3	5.5	1.5	100	4.8	4.2	4.51	1.2													
69594	M†lselva v/gml E6-brua	03.07.2023 08:30	0.499	448	8.12	2.06	0.62	3	0.73	6.23	1.31	1.41	< 2	37.9		< 2	7.48	2	110	0.818	1.85	4.18	2.6	9.2	0.68	59	3	3.1	1.97	0.96													
69594	M†lselva v/gml E6-brua	07.08.2023 09:30	0.526	483	8.65	1.5	0.68	< 2	0.82	6.67	1.43	1.3	< 2	12.9		6	7.64	2	82.3	0.839	1.79	4.84	1.7	14.2	0.69	82	2	2.8	2.76	0.86	< 0.002	< 0.025	< 0.003		0.13	0.49	< 0.3		0.37		0.042		0.58
69594	M†lselva v/gml E6-brua	04.09.2023 11:30	0.473		8.79	1.52	0.89	4	0.81	6.94	1.54	1.38	< 2	25.1	23		7.61	1	110	0.899	1.87	5.43	1.7	12.6	0.92	66	2.5	2.1	1.33	0.46													
69594	M†lselva v/gml E6-brua	02.10.2023 12:30	0.609		11.7	1.74	1.1	6	0.95	8.84	1.89	1.49	< 2	12	40		7.72	2	88.1	1.11	2.35	7.04	1.4	7.4	1.2	84	2.4	2.1	1.12	0.64	< 0.002	< 0.025	< 0.003		0.15	0.41	0.33		0.39		0.04		0.34
69594	M†lselva v/gml E6-brua	06.11.2023 11:30	0.693		13.6	1.78	0.86	3	1.02	10	2.12	1.49	< 2	< 21	78		7.68	< 1	< 129	1.47	3.05	8.33	< 0.8	0	1.1	100	1.2	1	0.34	0.45													
69594	M†lselva v/gml E6-brua	04.12.2023 10:30	0.476		9.29	2.32	1.4	4	0.87	7.24	1.66	1.82	48	73.7	69		7.4	3	449	1.22	2.6	6	1.8	0	1.3	240	5.7	3.7	1.03	1.2													
73695	Vorma nedstr Svanfoss	02.01.2023 10:40	0.295	283	6.65	2.51	2.2	12	0.69	5.18	0.94	1.62	14	22.3		510	7.25	5	327	1.83	2.93	5.12	24.6	1.3	2.2	580	19	9	9.72	1.2													
73695	Vorma nedstr Svanfoss	06.02.2023 11:45	0.309	282	6.14	2.1	2	10	0.67	5.26	1.03	1.47	19	72.5		470	7.27	4	562	1.54	3.11	4.67	40.9	1.3	2	550	9.9	6.9	7.14	0.35	< 0.002	0.15	0.01		0.15	1.17	1.66		0.71		0.214		1.4
73695	Vorma nedstr Svanfoss	07.03.2023 12:20					2.3	12		5.57			17			430	7.32	9						0.8	2.4	540	12		29.4	3													
73695	Vorma nedstr Svanfoss	11.04.2023 12:30					2.6	16		6.62			180			660	7.2	43						4.3	2.7	1000	63		18.4	14													
73695	Vorma nedstr Svanfoss	02.05.2023 14:20					2.3	10		5.61			6			570	7.35	31						6.8	2.5	760	32		10.3	3.1													
73695	Vorma nedstr Svanfoss	05.06.2023 11:10					2.2	11		4.75			< 2			320	7.32	2						8.9	2.3	470	5.8		1.09	0.4													
73695	Vorma nedstr Svanfoss	10.07.2023 12:30					2.1	11		3.99			< 2			130	7.29	2						18.6	2.2	370	6		22.4	1.3													
73695	Vorma nedstr Svanfoss	09.08.2023 11:10					3.3	20		3.99			< 2			210	7.21	10						15.9	3.4	450	16		13.4	5.7													
73695	Vorma nedstr Svanfoss	05.09.2023 12:40					2.6	14		4.26			< 2		380		7.17	13						10.8	2.5	480	21		9.1	1.7													
73695	Vorma nedstr Svanfoss	03.10.2023 13:50					2.9	17		4.38			< 2		375		7.26	4						10.6	3	480	5.9		4.65	0.87													
73695	Vorma nedstr Svanfoss	07.11.2023 13:10					3.9	27		5.14			4		520		7.14	11						6	4	670	16		8.12	8.4													
73695	Vorma nedstr Svanfoss	04.12.2023 12:00					2.6	12		4.85			< 2		440		7.19	3						1.1	2.6	540	5.9		1.78	0.65													
73696	Leira v/Kr†kfoss	02.01.2023 11:50	0.437	431	9.59	10.2	4.7	33	1.04	10.3	1.76	6.44	3	43.9		640	7.31	12	525	3.26	7.04	7.95	10.2	0	4.7	780	17	14	9.42	7													
73696	Leira v/Kr†kfoss	06.02.2023 10:20	0.468	432	9.47	10	4	26	0.73	9.94	1.72	6.17	28	46.3		340	7.31	9	472	3.23	7.5	7.8	20	0.1	4.1	500	14	7.9	11.2	4.9	< 0.002	0.19	0.015		0.29	0.64	1.41		0.75		0.182		4.9
73696	Leira v/Kr†kfoss	07.03.2023 14:10					3.7	24		13.8			34			440	7.41	9						0.1	3.8	620	12		6.49	4.5													
73696	Leira v/Kr†kfoss	11.04.2023 14:00					4.1	31		15			69			1680	7.37	130						0.4	4.3	2300	143		122	61													
73696	Leira v/Kr†kfoss	02.05.2023 15:30					4.9	36		6.29			6			450	7.17	38						3.1	5.1	660	46		40.2	21													
73696	Leira v/Kr†kfoss	05.06.2023 12:20					3.9	25		10.6			< 2			57	7.52	8						15.3	4.1	320	13		4.28	4													
73696	Leira v/Kr†kfoss	10.07.2023 11:15					4.5	33		10.4			< 2			16	7.39	11						18.4	4.6	360	22		6.3	6.3													
73696	Leira v/Kr†kfoss	09.08.2023 09:20					8.9	65		3.21			< 2			200	6.84	221						13.1	12.9	640	274		318	120													
73696	Leira v/Kr†kfoss	05.09.2023 13:45					6.4	45		6.56			6		170		7.29	16						15.1	6.6	380	24		9.18	4.9													
73696	Leira v/Kr†kfoss	03.10.2023 13:45					6.3	46		6.37			3		220		7.27	8						10.5	6.3	420	13		12	3.1													
73696	Leira v/Kr†kfoss	07.11.2023 14:15					6.4	49		6.64			15		1160		7	239						3	6.9	1500	267		180	130													
73696	Leira v/Kr†kfoss	04.12.2023 13:15					4.3	27		14.7			< 2		390		7.38	11						0	4.5	560	16		8.16	12													
