Station id	Station name	Sample date	Alk_4.5	ANC	Ca	Cl	DOC	Farge	K	Konduktivitet	Mg	Na	NH4-N	Nitrogen part	NO3+NO2-N	NO3-N	pH	PO4-P	POC	Si	SiO2	SO4	STS	Temperatur	TOC	TOTN	TOTP	TOTP_P	TSM	Turbiditet	Ag	As	Cd	Cd-filt	Cr	Cu	Hg	Hg-filt	Ni	Ni-filt	Pb	Pb-filt	Zn
40352	Drammenselva	03.01.2023 14:35	0.223	232	4.46	1.89	3.2	18	0.46	3.85	0.64	1.58	< 2	25.8		250	7	1	239	1.55	3.22	2.52	1.5	0.7	3.3	390	4	3	0.83	0.81													
40352	Drammenselva	06.02.2023 14:45	0.229	220	4.51	2.36	2.9	16	0.44	4.06	0.66	1.69	15	20		270	7.03	< 1	204	1.59	3.17	2.8	1.7	0.7	2.9	410	3	2.7	0.88	0.5	< 0.002	0.11	0.004		0.11	0.53	0.872		0.39		0.062		1.8
40352	Drammenselva	07.03.2023 13:00	0.22	212	4.26	2.27	2.5	14	0.45	3.82	0.63	1.73	24	13.4		250	7.02	2	161	1.33	3	2.73	1.4		2.4	360	3.7	3.6	1.8	0.68													
40352	Drammenselva	11.04.2023 12:20	0.301	293	6.41	3.57	3.4	19	0.71	5.53	0.96	2.34	20	96.9		720	7.12	27	752	2.38	5.47	3.56	29	2.3	3.4	870	39	26	14.7	13													
40352	Drammenselva	02.05.2023 12:00	0.24	231	4.75	2.57	4.1	22	0.53	4.19	0.67	1.88	6	14.1		310	7.05	2	125	1.55	3.43	2.99	1.7	4.2	4.1	460	5.1	3.5	2.08	1.4	< 0.002	0.14	0.011		0.17	0.96	1.66		0.58		0.099		2.9
40352	Drammenselva	22.05.2023 11:30	0.202	198	3.87	1.72	3.7	22	0.43	3.24	0.54	1.37	< 2	37.1		170	6.96	4	366	1.5	3.22	2.39	5.4	7.5	3.7	370	8.9	7.6	4.33	2													
40352	Drammenselva	30.05.2023 07:10	0.205	197	3.88	1.75	3.5	21	0.45	3.46	0.57	1.39	< 2	30.5		200	6.96	3	286	1.44	3.09	2.47	4	7.1	3.6	370	5.7	4.3	2.96	1.3													
40352	Drammenselva	05.06.2023 12:00	0.216	202	3.94	1.7	3.5	21	0.46	3.57	0.6	1.35	< 2	< 13		200	7.16	2	370	1.46	3.2	2.53	2.8	10.8	3.6	360	5.9	4.7	2.26	0.86													
40352	Drammenselva	12.06.2023 11:00	0.218	202	3.93	1.92	3.8	21	0.47	3.59	0.58	1.48	< 2	27.7		170	7.05	3	345	1.4	3.26	2.51	5.6	14.7	3.8	350	6.8	4.9	3.24	1.2													
40352	Drammenselva	26.06.2023 09:00	0.207	184	3.39	1.62	3.3	18	0.43	3.12	0.55	1.31	< 2	51.4		81	7.06	1	340	1.2	2.65	2.23	1.5	18.7	3.4	310	5.2	3.7	1.4	0.87													
40352	Drammenselva	03.07.2023 11:15	0.224	215	3.9	1.74	3.3	17	0.48	3.54	0.61	1.43	< 2	55.8		46	7.19	3	288	1.3	2.77	2.49	3.3	18.1	3.5	330	6	6.5	2.72	2.3													
40352	Drammenselva	06.08.2023 12:30	0.213	204	3.84	1.42	3.6	20	0.43	3.25	0.58	1.2	< 2	59.3		140	7.16	1	210	1.24	2.68	2.34	2.5	18.2	3.6	320	4.5	3.9	1.6	0.88	< 0.002	0.13	0.004		0.1	0.6	0.98		0.41		0.064		0.93
40352	Drammenselva	11.08.2023 10:00	0.184	121	2.23	1.23		33	0.41	2.72	0.47	1.07	13			130	6.94	23		1.28	3.66	2.04			4.6	340	33			14	< 0.002	0.2	0.008		0.38	1.11			0.68		0.475		2.7
40352	Drammenselva	11.08.2023 10:10	0.177	124	2.29	1.2		32	0.4	2.7	0.47	1.05	10			130	6.95	22		1.39	3.6	1.98			4.7	340	33			14	< 0.002	0.21	0.008		0.4	1.36			0.83		0.454		3.4
40352	Drammenselva	11.08.2023 10:20	0.181	128	2.35	1.29		32	0.42	2.79	0.48	1.12	12			130	6.94	26		1.28	4.04	2.02			4.8	340	38			12	< 0.002	0.2	0.01		0.43	1.24			0.7		0.646		3.2
40352	Drammenselva	11.08.2023 10:21					4.7							57.6					632				31.5														2.66						
40352	Drammenselva	29.08.2023 07:55	0.177		3.69	1.26	6.5		0.49	3.06	0.53	1.13	< 2	63	175		7.03	27	699	2.04	4.15	2.2	20.6		6.7	380	28			10	< 0.002	0.36	0.012		0.51	1.8	5.67		1.27		0.698		4.6
40352	Drammenselva	29.08.2023 08:00	0.172		3.64	1.23	6.6	48	0.49	3.02	0.53	1.11	12	64.7	175		6.98	15	651	2.02	3.47	2.17	19.7		6.5	390	29			9.3	< 0.002	0.37	0.012		0.49	1.73	5.46		1.24		0.623		4.2
40352	Drammenselva	29.08.2023 08:05	0.176		3.82	1.31	6.7	47	0.5	3.12	0.53	1.18	< 2	71.5	175		6.99	17	797	2.02	4	2.2	19.4		6.7	420	28			9.7	< 0.002	0.35	0.014		0.5	1.78	5.08		1.21		0.631		4.5
40352	Drammenselva	11.09.2023 11:45	0.207		4.28	1.66	5	34	0.51	3.66	0.63	1.38	4	29	215		7.07	4	221	1.48	3.38	2.55	2.5	16.2	5.4	390	8.8	6.7	3.66	2													
40352	Drammenselva	02.10.2023 11:40	0.209		4.31	1.73	5.1	33	0.52	3.7	0.64	1.44	7	35.2	240		7.11	3	181	1.6	3.4	2.41	3	12.6	4.9	400	7.2	5.2	2.58	1.8	< 0.002	0.17	0.006		0.18	0.93	1.66		0.57		0.107		2
40352	Drammenselva	06.11.2023 13:00	0.292		6.57	2.69	5.1	34	0.81	5.53	0.94	1.99	6	34.7	580		7.23	7	270	2.08	4.17	3.58	1.3	5.5	5.3	790	14	9.8	3.9	4.6													
40352	Drammenselva	04.12.2023 13:15	0.191		4.04	1.84	3.9	23	0.48	3.55	0.61	1.5	< 2	20.5	255		7.01	2	161	1.52	3.25	2.6	1.3	0.1	4	370	4.6	3	1.13	0.73													
40353	Skienselva	02.01.2023 17:00	0.125	109	2.23	1.54	3.1	20	0.24	2.1	0.28	1.16	14	32.6		170	6.7	1	306	1.19	2.58	1.27	1.2		3.2	270	5	3	1.11	0.79													
40353	Skienselva	06.02.2023 17:00	0.113	98	1.94	1.48	2.8	18	0.22	1.93	0.26	1.1	9	51.1		140	6.65	1	486	1.3	2.5	1.06	< 1.1		2.9	230	3	2.5	0.87	0.38	< 0.002	0.082	0.011		0.083	0.72	1.35		0.2		0.085		3
40353	Skienselva	06.03.2023 16:50	0.116	104	1.97	1.3	2.8	16	0.21	1.89	0.26	1.06	9	13.9		130	6.69	1	159	1.13	2.51	1.04	< 0.7		2.8	230	3.3	2.5	0.86	0.36													
40353	Skienselva	11.04.2023 17:00	0.131	123	2.32	1.47	3	18	0.24	2.19	0.28	1.22	7	44.3		140	6.78	3	373	1.25	2.83	1.13	3.4		3	270	6.6	6.3	2.05	0.92													
40353	Skienselva	08.05.2023 15:00	0.123	106	2.08	1.41	2.7	15	0.23	1.99	0.25	1.09	< 2	14.8		140	6.76	1	282	1.14	2.53	1.07	1.9		2.7	260	3.8	3.2	1.33	0.47	< 0.002	0.1	0.01		0.14	1.71	1.4		0.22		0.13		8.3
40353	Skienselva	05.06.2023 13:55	0.121	109	1.96	1.43	3.3	16	0.42	2	0.26	1.12	180	43.5		120	6.73	2	400	1.09	2.42	1	1.5		3.6	600	5.1	3.9	1.29	0.5													
40353	Skienselva	03.07.2023 08:46	0.116	108	1.85	1.15	2.7	13	0.27	1.82	0.23	0.97	< 2	80.5		< 2	6.8	3	512	0.946	2.08	0.94	1.6		2.8	260	4.9	2.7	1.48	0.43													
40353	Skienselva	07.08.2023 20:00	0.118	100	1.81	1.03	2.5	14	0.21	1.45	0.21	0.93	18	38		52	6.83	2	348	0.847	1.91	1.01	1.7		2.6	200	5.5	5.2	1.7	0.7	< 0.002	0.09	0.015		0.18	3.05	1.54		0.31		0.266		5.8
40353	Skienselva	04.09.2023 15:00	0.105		1.79	0.95	3.1	18	0.2	1.71	0.22	0.85	19	23.5	91		6.78	2	318	0.935	2.06	0.91	< 1.3		3.1	200	3.3	2.8	1.27	0.55													
40353	Skienselva	02.10.2023 16:00	0.105		1.9	0.97	3.6	24	0.23	1.77	0.25	0.88	18	29.2	97		6.73	2	243	1.04	2.25	0.87	1.4		3.8	240	3.9	3.1	1.16	0.81	< 0.002	0.095	0.011		0.16	0.75	1.35		0.24		0.144		6.2
40353	Skienselva	06.11.2023 16:00	0.113		2.06	1.17	3.3	20	0.24	1.97	0.27	1	9	< 21.7	133		6.76	2	213	1.15	2.39	0.99	1.4		3.6	250	4.5	4.2	1.25	0.77													
40353	Skienselva	04.12.2023 17:00	0.112		1.95	1.13	2.9	18	0.2	1.83	0.24	0.96	< 2	35.8	133		6.64	< 1	293	1.09	2.29	1.02	1.3		3.1	220	3.4	3.3	0.81	0.49													
40354	Otra	02.01.2023 14:10	0.064	39	1.04	3.18	3.7	30	0.18	1.97	0.24	1.96	24	35.7		110	6.11	< 1	353	0.95	2.06	1.21	1.8		3.8	240	4	4	0.85	0.49													
40354	Otra	06.02.2023 12:30	0.067	44	0.955	2.07	2.7	20	0.15	1.52	0.21	1.34	15	18.6		71	6.21	< 1	233	0.971	1.95	0.93	< 1		2.8	170	3	2.2	0.66	0.33	< 0.002	0.098	0.01		0.073	0.35	1.22		0.38		0.18		2.2
40354	Otra	06.03.2023 11:50	0.065	29	0.927	2.33	2.7	19	0.17	1.39	0.21	1.27	12	13.6		88	6.21	< 1	133	0.883	1.93	1.05	< 0.5		3.1	240	3.2	2	0.64	< 0.3													
40354	Otra	11.04.2023 12:30	0.071	50	0.985	1.73	2.3	15	0.14	1.44	0.17	1.2	10	35		64	6.34	< 1	193	0.889	1.93	0.77	1		2.4	170	3	2.1	0.91	< 0.3													
40354	Otra	15.05.2023 09:45	0.08	61	1.14	1.58	2.9	20	0.16	1.43	0.17	1.14	29	22.9		56	6.4	< 1	182	0.734	1.67	0.73	1.3		3	220	3	2.4	0.99	0.37	< 0.002	0.1	0.012		0.077	0.41	1.86		0.34		0.191		3
40354	Otra	05.06.2023 12:36	0.077	56	1.02	1.35	2.2	13	0.13	1.21	0.17	0.98	5	31.2		42	6.55	< 1	485	0.658	1.49	0.67	1		2.3	140	2.6	1.7	1.04	< 0.3													
40354	Otra	02.07.2023 11:51	0.071	49	0.853	1.51	2.2	12	0.15	1.29	0.17	1.08	< 2	29.5		24	6.44	1	271	0.543	1.28	0.66	1.7		2.4	150	2.4	1.9	2.13	0.37													
40354	Otra	07.08.2023 16:22	0.068	48	0.863	1.39	2.2	13	0.12	1.23	0.16	0.97	10	29.3		21	6.39	< 1	245	0.412	0.95	0.59	1.3		2.3	140	2.8	2.2	2.06	0.46	< 0.002	0.054	0.005		0.053	0.34	0.92		0.31		0.105		1.8
40354	Otra	04.09.2023 10:13	0.062		0.852	1.32	3.2	19	0.11	1.21	0.15	0.96	6	24	31		6.39	< 1	245	0.52	1.15	0.58	1		3.3	140	2.9	2	1.13	0.41													
40354	Otra	02.10.2023 12:50	0.061		1.05	1.59	5.3	40	0.17	1.5	0.21	1.14	10	36.9	57		6.17	2	383	0.806	1.77	0.72	2		5.6	240	4.8	3.9	1.3	0.64	0.006	0.21	0.021		0.13	0.7	1.92		0.8		0.363		3.4
40354	Otra	06.11.2023 12:35	0.057		1.1	2.69	4.7	38	0.22	1.95	0.26	1.75	13	35.6	89		5.97	2	413	0.96	2.1	0.88	1.4		5	250	6	5.5	1.68	1													
40354	Otra	04.12.2023 11:35	0.061		0.851	1.34	2.7	17	0.12	1.25	0.16	0.98	13	20.6	66		6.28	< 1	178	0.803	1.78	0.73	0.9		2.8	150	2.5	1.6	0.5	< 0.3													
40355	Numedalsl†gen	01.01.2023 15:30	0.173	153	3.54	5.44	5.2	39	0.62	4.61	0.74	3.5	35	40.4		500	6.75	10	557	2.53	4.86	3.03	6		5.4	680	18	14	9.38	6.1													
40355	Numedalsl†gen	06.02.2023 15:00	0.171	159	3.35	2.82	3.5	25	0.36	3.38	0.44	1.95	63	28.4		180	6.78	2	248	2	3.94	2.21	1.4		3.5	350	5	3.7	2.02	0.93	< 0.002	0.13	0.009		0.12	0.57	1.3		0.35		0.148		4.8
40355	Numedalsl†gen	06.03.2023 14:15	0.175	170	3.35	2.67	3.1	20	0.37	3.3	0.44	2.02	43	22.6		170	6.83	4	226	1.79	3.88	2.08	1.4	0.5	3.1	330	6.2	3.7	1.81	1.3													
40355	Numedalsl†gen	10.04.2023 11:00	0.19	172	3.57	3.38	2.9	18	0.43	3.85	0.49	2.4	27	57.3		240	7.01	13	397	1.9	4.4	2.38	11.8		3	410	20	20	9.16	2.7													
40355	Numedalsl†gen	02.05.2023 12:00	0.156	152	3.03	2.72	6.2	48	0.47	3.27	0.45	2.09	9	34.3		250	6.73	4	298	1.92	4.39	2.16	2.9		6.2	470	7.6	4.9	3.01	2.5	0.008	0.19	0.02		0.2	0.9	2.85		0.43		0.216		4.9
40355	Numedalsl†gen	05.06.2023 14:20	0.122	116	2.06	1.34	4.6	36	0.33	2.05	0.31	1.1	12	26.7		88	6.73	4	480	1.38	3.06	1.19	4.5		4.6	270	9.5	6.3	4.45	1.3													
40355	Numedalsl†gen	02.07.2023 15:50	0.14	131	2.24	1.34	2.9	17	0.33	2.18	0.31	1.19	< 2	72.2		< 2	6.89	10	590	1.34	2.91	1.38	12.7		3.1	210	15	11	9.92	1.6													
40355	Numedalsl†gen	06.08.2023 13:00	0.144	136	2.44	1.22	4.2	30	0.3	2.24	0.3	1.09	< 2	33.8		54	6.84	3	352	1.35	2.85	1.29	2.8		4.3	250	7.3	6.3	3.6	1.6	< 0.002	0.14	0.006		0.15	0.62	1.75		0.36		0.176		2
40355	Numedalsl†gen	03.09.2023 14:45	0.13		2.49	1.06	5.8	42	0.31	2.16	0.3	1.06	9	50.8	58		6.84	4	367	1.48	3.22	1.19	5		5.7	240	9.1	7	4.16	1.5													
40355	Numedalsl†gen	01.10.2023 11:00	0.144		2.78	1.48	6.1	46	0.38	2.58	0.38	1.31	20	28.4	122		6.87	3	293	1.72	3.64	1.41	3		5.9	310	7	5.4	2.25	1.5	< 0.002	0.16	0.012		0.16	0.74	2.17		0.38		0.198		2.9
40355	Numedalsl†gen	05.11.2023 14:00	0.168		3.36	3.39	7.1	50	0.76	4.04	0.77	2.75	28	64.5	480		6.85	12	569	2.58	5.31	2.23	9.7		7.4	770	24	16	10.6	6.2													
40355	Numedalsl†gen	03.12.2023 13:30	0.146		2.97	1.54	3.2	21	0.36	2.62	0.34	1.31	9	58.2	136		6.75	16	440	1.8	3.84	1.73	17.9		3.6	380	27	5.8	7.36	2.3													
40356	Glomma ved Sarpsfoss	02.01.2023 05:10	0.276	286	5.62	3.73	4.4	34	0.91	5.61	1.1	2.7	2	106		590	7.1	26	853	2.35	4.24	3.78	22.7	0.4	4.6	800	43	30	24.1	20													
40356	Glomma ved Sarpsfoss	06.02.2023 05:10	0.275	253	5.28	3.95	4.2	31	0.75	5.11	0.96	2.53	43	30.6		380	6.99	5	272	2.04	4.28	3.84	2.5	0	4.2	550	11	7	3.56	3.9	< 0.002	0.15	0.008		0.23	1.11	1.54		0.73		0.167		2.5
40356	Glomma ved Sarpsfoss	07.03.2023 06:10	0.295	289	5.77	4.26	3.6	26	0.8	5.52	1.02	2.85	40	< 32.5		360	7.14	5	269	1.97	4.24	3.9	3.6	0.1	3.6	550	12	6.9	5.04	5.4													
40356	Glomma ved Sarpsfoss	11.04.2023 05:30	0.303	312	5.94	4.52	3.9	30	0.87	5.98	1.11	3.17	35	66.8		420	7.1	11	371	2.07	4.71	3.75	10.3	3	3.9	650	19	14	9.96	8.9													
40356	Glomma ved Sarpsfoss	02.05.2023 06:00	0.245	247	4.9	3.67	6.2	52	0.95	4.97	0.97	2.52	6	55.3		490	6.92	19	443	2.43	5.69	3.48	12.7	3.3	6.2	790	32	20	19	14	0.004	0.22	0.017		0.6	1.76	3.83		1.31		0.418		4.9
40356	Glomma ved Sarpsfoss	22.05.2023 12:40	0.205	212	3.77	1.39	6	46	0.65	3.19	0.6	1.19	< 2	66.3		120	6.87	10	559	1.86	3.79	2.21	9.9	8.6	6	370	21	13	4.6	4.2													
40356	Glomma ved Sarpsfoss	30.05.2023 12:40	0.212	210	3.86	1.19	4.1	31	0.6	3.21	0.59	1.03	< 2	47.8		130	6.98	7	544	1.61	3.22	2.32	14	9.6	4.3	340	17	11	11.9	4													
40356	Glomma ved Sarpsfoss	05.06.2023 04:20	0.234	228	4.35	1.45	3.7	25	0.62	3.72	0.66	1.19	< 2	21.8		170	7.17	4	654	1.47	3.28	2.76	4.2	10.4	3.7	370	9.5	9.5	5.52	2.4													
40356	Glomma ved Sarpsfoss	14.06.2023 11:30	0.264	270	5.14	1.59	2.8	17	0.67	4.07	0.74	1.3	< 2	41.9		120	7.15	4	319	1.48	3.27	3.26	4.1	15.1	3	380	9.6	7.2	4.15	1.4													
40356	Glomma ved Sarpsfoss	26.06.2023 11:00	0.3	272	5.32	1.63	2.5	13	0.69	4.41	0.77	1.3	< 2	26.4		150	7.34	7	204	1.31	2.99	3.58	4.5	18.6	2.5	380	9.8	7.7	4.49	2.5													
40356	Glomma ved Sarpsfoss	10.07.2023 05:10	0.301	277	5.42	1.79	2.2	11	0.74	4.5	0.76	1.38	< 2	63.3		130	7.28	3	231	1.24	2.75	3.63	3.7	17.7	2.3	390	8.3	7.9	3.21	1.9													
40356	Glomma ved Sarpsfoss	09.08.2023 04:25	0.266	253	4.76	1.78	4.7	28	0.77	4.28	0.82	1.49	< 2	79.4		260	7.15	16	697	1.74	3.92	3.23	18.5	16.5	4.8	560	26	17	27	7.7	< 0.002	0.21	0.014		0.59	1.98	2.02		1.25		0.5		3.2
40356	Glomma ved Sarpsfoss	11.08.2023 12:45	0.288	171	3.18	2.23		33	0.9	4.75	0.92	1.79	18			350	7.17	29		1.25	4.49	3.65			5.1	640	51			30	< 0.002	0.15	0.007		0.46	1.53			1.05		0.368		2.8
40356	Glomma ved Sarpsfoss	11.08.2023 12:50	0.283	175	3.25	2.23		31	0.9	4.74	0.91	1.82	19			350	7.18	32		1.3	4.94	3.68			5	640	51			27	< 0.002	0.15	0.009		0.47	1.61			0.99		0.38		2.8
40356	Glomma ved Sarpsfoss	11.08.2023 13:00	0.283	171	3.19	2.23			0.9	4.76	0.92	1.79	20			350	7.17	32		1.25	4.9	3.67			5.1	640	52			28	< 0.002	0.15	0.008		0.48	1.58			1.07		0.415		2.7
40356	Glomma ved Sarpsfoss	11.08.2023 13:01					4.9							85.1					698				31.5														2.96						
40356	Glomma ved Sarpsfoss	29.08.2023 10:00	0.229		4.92	1.65	6.3	49	0.78	4.18	0.77	1.36	< 2	85.2	265		7.22	19	725	1.99	4.26	3.17	16		6.6	530	33			11	< 0.002	0.25	0.014		0.58	2.22	4.9		1.3		0.463		3.7
40356	Glomma ved Sarpsfoss	29.08.2023 10:05	0.229		4.92	1.64	6.4	51	0.78	4.12	0.76	1.35	< 2	56.6	270		7.16	19	601	2	3.8	3.16	15.1		6.6	530	32			11	< 0.002	0.25	0.011		0.54	2.24	4.92		1.27		0.462		3.8
40356	Glomma ved Sarpsfoss	29.08.2023 10:10	0.229		4.93	1.64	6.4	50	0.78	4.14	0.76	1.37	< 2	77.8	270		7.17	19	627	2.03	3.79	3.15	15.7		6.7	520	33			11	< 0.002	0.27	0.009		0.57	2.25	4.77		1.31		0.459		3.7
40356	Glomma ved Sarpsfoss	05.09.2023 05:35	0.224		4.81	1.42	5.6	44	0.67	3.91	0.73	1.26	3	50.4	215		7.15	8	398	1.7	3.81	2.93	7.7	15.4	5.4	400	15	12	7.96	3.6													
40356	Glomma ved Sarpsfoss	03.10.2023 04:50	0.231		5.08	1.76	6	48	0.79	4.28	0.86	1.49	< 2	37.6	325		7.13	7	339	1.87	4.02	3.17	5.3	11	6.2	510	13	10	4.98	2.9	< 0.002	0.17	0.009		0.26	1.84	1.96		0.85		0.194		2.3
40356	Glomma ved Sarpsfoss	07.11.2023 06:45	0.259		5.53	2.55	5.4	44	0.85	4.9	0.99	1.91	< 2	41.9	445		7.03	7	359	2.09	4.28	3.57	5	5.5	5.6	640	16	12	5.82	5.4													
40356	Glomma ved Sarpsfoss	04.12.2023 06:00	0.261		5.82	2.93	5.6	44	0.85	5.26	1.05	2.16	< 2	38.8	415		7.13	6	296	2.31	4.65	4.06	4.1	0.1	5.8	620	12	6.8	3.87	4.3													
40357	Orkla	09.01.2023 11:00	0.445	380	8.45	2.99	1.6	10	0.83	6.09	0.78	1.6	12	17.8		200	7.43	2	255	1.44	2.93	4.7	3.3		1.7	240	5	3	2.48	0.31													
40357	Orkla	06.02.2023 11:20	0.55	528	11.5	3.51	2.4	15	0.83	8.15	1.05	2.23	7	13.8		260	7.45	1	142	1.84	3.45	6.39	1		2.5	360	4	2.5	0.48	< 0.3	< 0.002	0.094	0.066	0.069	0.17	3.78	0.633	0.367	0.7	0.71	0.018	0.01	17.4
40357	Orkla	06.03.2023 11:20	0.514	504	10.2	3.15	2.3	15	0.94	7.34	0.96	2.11	5	20.9		170	7.49	2	166	1.45	3.42	4.73	1.4		2.4	280	4	2.1	1.14	0.41													
40357	Orkla	11.04.2023 08:50	0.665	630	13.2	4.36	2.4	12	1.28	9.6	1.27	2.74	< 2	17.4		230	7.54	< 1	125	1.52	3.58	7	1		2.2	430	3.4	2.3	0.79	0.39													
40357	Orkla	02.05.2023 08:00	0.585	544	11.6	5.72	4.1	27	1.2	9.23	1.22	3.37	8	27.8		310	7.49	< 1	305	1.43	3.26	6.2	1.6		4.2	480	3.9	3.3	1.58	0.49	< 0.002	0.13	0.05	0.047	0.27	6.47	1.48	1.06	1.03	0.99	0.026	0.019	14.8
40357	Orkla	05.06.2023 09:40	0.302	333	6.65	2.53	3	23	0.6	4.9	0.63	1.81	< 2	16.6		84	7.17	1	253	1.19	2.55	3.24	1.2		3	230	3.2	2.4	1.08	< 0.3													
40357	Orkla	02.07.2023 20:00	0.427	421	7.9	2	3.8	24	0.84	5.69	0.7	1.72	< 2	34.7		49	7.54	1	233	1.17	2.53	3.22	1.3		3.8	250	4.2	3.4	< 1	0.47													
40357	Orkla	07.08.2023 14:00	0.368	354	6.56	1.89	4.1	30	0.68	4.92	0.64	1.6	< 2	42.6		36	7.36	1	398	1.32	2.82	2.76	3.2		4.1	230	6.1	5.1	3.44	0.67	< 0.002	0.15	0.048	0.013	0.38	3.42	1.41	1.05	0.83	0.67	0.047	0.015	9.7
40357	Orkla	04.09.2023 13:10	0.43		8.95	2.43	3.9	28	0.87	6.64	0.8	1.95	< 2	19.3	185		7.54	1	134	1.5	3.17	3.71	1		3.9	310	3.5	2.3	0.76	0.43													
40357	Orkla	02.10.2023 12:00	0.513		10.8	2.96	4.2	30	1.08	7.88	0.93	2.26	< 2	16.9	260		7.52	1	115	1.72	3.67	4.52	0.6		4.1	370	3.2	1.6	< 1	0.39	< 0.002	0.12	0.027	0.027	0.21	4.3	0.94	0.72	0.82	0.82	0.012	0.009	7.5
40357	Orkla	06.11.2023 14:00	0.585		13	3.45	2.5	13	1.39	9.25	1.13	2.36	< 2	< 21	405		7.5	< 1	139	2.11	4.37	6.1	0.6		2.5	490	3	2.2	0.92	0.41													
40357	Orkla	04.12.2023 13:30	0.447		9.06	1.46	2.3	12	1.04	6.19	0.73	1.27	< 2	19.9	111		7.45	1	134	1.44	2.96	3.43	1.3		2.3	200	3	2.1	0.73	0.51													
40358	Altaelva	02.01.2023 11:00	0.566	526	8.52	2.52	3.3	21	0.98	7.61	2.11	2.34	3	16.5		61	7.42	3	197	2.96	6.26	5.96	3.3		3.3	150	8	2	< 0.32	0.33													
40358	Altaelva	06.02.2023 12:10	0.603	590	9.43	2.66	3	20	1.02	8.05	2.27	2.53	< 2	8.7		63	7.37	3	99.4	3.23	7.4	5.93	1.6		3	160	5	1.9	1.97	< 0.3	< 0.002	0.13	< 0.003		0.27	0.45	0.628		0.28		0.016		0.29
40358	Altaelva	06.03.2023 13:00	0.625	594	9.5	1.96	2.9	19	1.06	8.11	2.3	2.25	2	7.51		73	7.36	2	64	3.3	7.5	6.4	< 1.1		2.9	160	4.4	1.7	1.05	< 0.3													
40358	Altaelva	11.04.2023 10:10	0.635	601	10.1	1.38	2.8	18	1.12	8.2	2.34	1.93	< 2	23.9		12	7.45	1	109	3.3	7.81	8.07	1		2.8	160	4.2	2.4	1.33	< 0.3													
40358	Altaelva	02.05.2023 10:20	0.769	754	12.5	4.62	2.7	15	1.58	11	2.72	3.81	< 2	40.6		41	7.57	12	188	3.21	7.27	7.98	1.1		2.6	230	14	4.9	0.99	< 0.3	< 0.002	0.11	< 0.003		0.24	0.49	0.913		0.28		0.017		0.22
40358	Altaelva	05.06.2023 07:40	0.436	415	6.19	3.37	3.8	29	0.97	6.25	1.5	2.65	< 2	71.3		< 2	7.3	4	406	1.89	4.24	2.97	5.3		4	170	11	6.5	8.1	0.67													
40358	Altaelva	03.07.2023 11:20	0.563	517	7.94	4.19	2.6	18	1.24	7.73	1.82	3.59	< 2	41.6		< 2	7.57	1	148	1.69	3.6	4.74	1.4		2.6	130	4.2	2.2	0.4	0.31													
40358	Altaelva	07.08.2023 09:30	0.501	472	7.46	1.78	2.5	13	1	6.37	1.63	1.94	< 2	23.9		< 2	7.47	1	155	1.65	3.57	4.5	1	14.3	2.5	140	3.2	2.7	< 1	< 0.3	< 0.002	0.094	< 0.003		0.13	0.48	0.7		0.24		0.01		0.16
40358	Altaelva	04.09.2023 10:50	0.447		7.41	1.77	3.1	15	0.96	6.44	1.64	1.91	< 2	35	20		7.5	2	229	1.71	3.82	4.35	1.8		2.9	140	4.2	3.2	1.19	0.34													
40358	Altaelva	02.10.2023 10:25	0.48		8.22	2.44	3.2	17	1.09	7.19	1.83	2.33	< 2	16.3	33		7.54	2	124	1.99	4.31	5.06	1.2		3.2	150	4.6	3	0.85	0.39	< 0.002	0.11	< 0.003		0.17	0.43	0.62		0.27		0.009		< 0.15
40358	Altaelva	05.11.2023 20:45	0.423		8.5	2.46	3	16	1.12	7.61	1.96	2.45	< 2	21.2	76		7.57	1	150	2.31	4.84	5.12	1		3.1	160	3.7	2.6	0.44	0.41													
40358	Altaelva	04.12.2023 13:20	0.487		8.9	2.96	2.9	17	1.1	7.1	2.14	2.82	< 2	23.6	75		7.35	3	151	2.5	4.46	5.51	0.9		2.9	170	5.2	2.1	0.73	0.32													
40360	Vefsna	02.01.2023 13:00	0.301	281	5.15	4.14	4.5	50	0.16	4.46	0.5	2.8	6	12.5		27	7.14	< 1	211	0.808	1.7	1.17	< 0.5		4.5	120	4	2	< 0.29	< 0.3													
40360	Vefsna	04.02.2023 14:30	0.61	581	10.7	4.63	2.9	27	0.3	7.79	0.96	3.02	< 2	30.1		57	7.59	< 1	192	0.939	1.91	1.74	1		2.9	140	3	2.9	0.74	< 0.3	< 0.002	0.1	0.004		0.16	0.37	1.62		0.24		0.067		0.7
40360	Vefsna	28.02.2023 14:00	0.298	254	5.48	8.04	3.4	32	0.25	5.75	0.65	4.13	20	26.9		28	7.08	< 1	257	0.706	1.59	1.47	0.9		3.4	220	6.5	3.2	1.37	0.61													
40360	Vefsna	11.04.2023 14:00	0.839	824	16.3	9.21	2.8	24	0.39	11.7	1.12	5.04	< 2	35.7		5	7.68	19	350	1.2	2.76	2.42	22.6		2.8	180	23	15	37.7	1.3													
40360	Vefsna	02.05.2023 10:00	0.711	683	12.1	4.94	2.4	17	0.42	8.86	1.49	2.84	< 2	30.2		7	7.69	2	180	0.761	1.7	1.81	1		2.3	130	3	2.2	5.49	0.64	< 0.002	0.12	< 0.003		0.15	0.81	1.15		0.44		0.107		1.3
